epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,23682.3,0.00841,0.01686,1.76367,1.28718,0.84257,0.30465,0.39664,0.20581,0.8129,0.28921,0.37538,0.18253,0.01173,0.01876,2.12824,1.64517,0.00083,0.00083,0.00083
132,23865.7,0.00826,0.01661,1.72613,1.2649,0.5249,0.33738,0.37786,0.20753,0.52452,0.31975,0.36686,0.18586,0.01189,0.01879,2.20357,1.66205,0.000821,0.000821,0.000821
133,24047.3,0.00824,0.01636,1.72881,1.25736,0.55597,0.33775,0.39125,0.2089,0.66437,0.32461,0.3788,0.18495,0.01183,0.01837,2.16083,1.65403,0.000812,0.000812,0.000812
134,24225.2,0.00834,0.01657,1.75745,1.26784,0.42718,0.33573,0.38934,0.20898,0.43742,0.33775,0.37816,0.18126,0.01174,0.01891,2.15963,1.63099,0.000803,0.000803,0.000803
135,24400.8,0.00828,0.01645,1.71316,1.25419,0.49747,0.32478,0.37496,0.1959,0.64235,0.31722,0.36383,0.17827,0.01185,0.0186,2.21699,1.64429,0.000794,0.000794,0.000794
136,24578.4,0.00821,0.01659,1.71804,1.26666,0.72382,0.29691,0.38137,0.20404,0.73439,0.30354,0.38768,0.18451,0.01194,0.01863,2.18254,1.66313,0.000785,0.000785,0.000785
137,24757.7,0.00835,0.01666,1.72935,1.26312,0.65396,0.35099,0.39539,0.20082,0.65216,0.35134,0.3897,0.18283,0.01172,0.01843,2.10096,1.61218,0.000776,0.000776,0.000776
138,24936.2,0.00803,0.01616,1.7084,1.26583,0.72306,0.30275,0.39633,0.20941,0.7275,0.30579,0.39293,0.18906,0.01169,0.01852,2.17801,1.61583,0.000767,0.000767,0.000767
139,25112.9,0.00816,0.01646,1.72515,1.26955,0.69025,0.29808,0.39085,0.20691,0.69069,0.29969,0.38908,0.18599,0.01171,0.01871,2.1395,1.6131,0.000758,0.000758,0.000758
140,25290.9,0.00829,0.01658,1.7267,1.27713,0.66044,0.31174,0.38661,0.2103,0.6649,0.31663,0.38555,0.18647,0.01161,0.01855,2.10526,1.61298,0.000749,0.000749,0.000749
141,25472.5,0.00815,0.01609,1.70151,1.25506,0.68569,0.28838,0.39017,0.2148,0.69561,0.29434,0.39509,0.18589,0.01147,0.01865,2.11422,1.61299,0.00074,0.00074,0.00074
142,25649.1,0.00805,0.01629,1.70882,1.25849,0.65857,0.35815,0.40582,0.22183,0.66997,0.3549,0.40189,0.19253,0.01145,0.01912,2.04113,1.62077,0.000731,0.000731,0.000731
143,25825.1,0.00813,0.01596,1.67296,1.24718,0.66835,0.35138,0.38138,0.20741,0.54204,0.36692,0.38608,0.18115,0.01163,0.01862,2.11352,1.62724,0.000722,0.000722,0.000722
144,26002.2,0.00826,0.0165,1.75656,1.27029,0.52392,0.36208,0.38775,0.21097,0.53214,0.36553,0.38673,0.18093,0.01171,0.019,2.08175,1.63871,0.000713,0.000713,0.000713
145,26179.8,0.00829,0.01665,1.74294,1.26055,0.58848,0.39674,0.40398,0.2245,0.60006,0.40495,0.40621,0.1942,0.01152,0.01876,2.06346,1.59971,0.000704,0.000704,0.000704
146,26363.6,0.0081,0.01651,1.69509,1.25719,0.41539,0.41003,0.42804,0.235,0.42346,0.40269,0.43471,0.21202,0.0117,0.01811,2.09344,1.62236,0.000695,0.000695,0.000695
147,26544.9,0.00818,0.01665,1.66266,1.25171,0.50324,0.38585,0.38316,0.21315,0.52537,0.39086,0.39376,0.19028,0.01178,0.01838,2.1359,1.64393,0.000686,0.000686,0.000686
148,26726.9,0.00802,0.01613,1.67089,1.25036,0.71832,0.30598,0.40539,0.22054,0.72164,0.30843,0.40419,0.18726,0.01166,0.01832,2.08668,1.62028,0.000677,0.000677,0.000677
149,26908.2,0.0082,0.01665,1.72094,1.2668,0.51989,0.36531,0.41407,0.22771,0.56147,0.33969,0.41153,0.2,0.01164,0.01806,2.08469,1.60773,0.000668,0.000668,0.000668
150,27087.5,0.00817,0.01633,1.68922,1.23556,0.35011,0.42471,0.40162,0.219,0.43156,0.32585,0.40845,0.18996,0.01168,0.01806,2.02692,1.62632,0.000659,0.000659,0.000659
151,27266.8,0.00831,0.01653,1.71624,1.2764,0.35529,0.38638,0.39745,0.214,0.70908,0.30319,0.40492,0.18654,0.01183,0.01795,2.1123,1.62934,0.00065,0.00065,0.00065
152,27449.2,0.00823,0.01659,1.72728,1.26633,0.65689,0.37585,0.40686,0.21442,0.66789,0.38879,0.41783,0.18752,0.01176,0.01828,2.08461,1.62404,0.000641,0.000641,0.000641
153,27628.2,0.00805,0.01637,1.6313,1.23,0.50381,0.40917,0.41566,0.21667,0.51467,0.41816,0.42131,0.19147,0.01164,0.01848,2.03965,1.631,0.000632,0.000632,0.000632
154,27808.4,0.00809,0.01653,1.68356,1.25063,0.65779,0.38179,0.40897,0.21439,0.65994,0.3786,0.39098,0.18027,0.01175,0.01869,2.07073,1.62771,0.000623,0.000623,0.000623
155,27991.3,0.00805,0.01629,1.62659,1.24306,0.68557,0.3609,0.40217,0.21772,0.71142,0.36334,0.40739,0.19035,0.01179,0.01784,2.0971,1.63068,0.000614,0.000614,0.000614
156,28169.2,0.00804,0.01631,1.62878,1.23835,0.6976,0.30114,0.38606,0.21062,0.70737,0.30715,0.37481,0.17849,0.01162,0.01825,2.07759,1.60601,0.000605,0.000605,0.000605
157,28350.3,0.00806,0.01618,1.68346,1.25059,0.53831,0.37948,0.39269,0.21944,0.52935,0.38928,0.3875,0.18957,0.0117,0.01805,2.07524,1.62242,0.000596,0.000596,0.000596
158,28528.5,0.00799,0.01622,1.65741,1.24728,0.5431,0.3933,0.40598,0.22071,0.55838,0.39184,0.40008,0.1909,0.01158,0.01855,2.03918,1.60811,0.000587,0.000587,0.000587
159,28704.2,0.00803,0.01618,1.63916,1.25408,0.534,0.39315,0.40406,0.22261,0.53392,0.39093,0.3997,0.19404,0.01157,0.01819,2.02816,1.60468,0.000578,0.000578,0.000578
160,28887.1,0.00811,0.01638,1.6714,1.25305,0.52111,0.3893,0.3943,0.21122,0.53178,0.38761,0.38685,0.18994,0.01177,0.01839,2.04249,1.62904,0.000569,0.000569,0.000569
161,29068.2,0.00796,0.01618,1.617,1.23208,0.59833,0.38567,0.40207,0.21897,0.61571,0.38971,0.40239,0.19183,0.01193,0.01837,2.06133,1.64309,0.00056,0.00056,0.00056
162,29247.5,0.00792,0.01611,1.61457,1.22555,0.54968,0.36733,0.39439,0.20991,0.55145,0.36712,0.3928,0.18327,0.01186,0.01872,2.04507,1.63068,0.000551,0.000551,0.000551
163,29424.3,0.00792,0.01631,1.62646,1.22796,0.69011,0.35612,0.39342,0.21357,0.70542,0.36703,0.3969,0.1881,0.01181,0.0184,2.04043,1.62669,0.000542,0.000542,0.000542
164,29598.9,0.00798,0.01597,1.62041,1.23858,0.76668,0.3265,0.38663,0.20963,0.77936,0.33417,0.38616,0.18275,0.0118,0.0184,2.02931,1.62617,0.000533,0.000533,0.000533
165,29777.4,0.00807,0.01645,1.63734,1.23648,0.69203,0.38558,0.40597,0.21921,0.69065,0.3832,0.39321,0.19013,0.01183,0.0184,2.07642,1.62604,0.000524,0.000524,0.000524
166,29950.6,0.00792,0.01621,1.63742,1.22787,0.64421,0.4062,0.39364,0.21739,0.64255,0.4042,0.39051,0.19037,0.01178,0.01865,2.05419,1.62409,0.000515,0.000515,0.000515
167,30126.3,0.00799,0.01615,1.62851,1.24675,0.63331,0.42005,0.3945,0.22237,0.63898,0.41704,0.39656,0.19437,0.01171,0.0186,2.0823,1.62116,0.000506,0.000506,0.000506
168,30309.4,0.00807,0.01638,1.662,1.25162,0.62329,0.40292,0.40285,0.22804,0.61698,0.39366,0.40044,0.19389,0.01159,0.01861,2.05663,1.61466,0.000497,0.000497,0.000497
169,30487.2,0.008,0.01639,1.62963,1.23955,0.50343,0.41886,0.40958,0.22295,0.50785,0.42035,0.40974,0.20041,0.01154,0.01839,2.06319,1.59669,0.000488,0.000488,0.000488
170,30664.7,0.00782,0.01609,1.58776,1.22861,0.50131,0.39955,0.40811,0.22162,0.49474,0.4456,0.40648,0.19791,0.01153,0.01836,2.03753,1.59367,0.000479,0.000479,0.000479
171,30844.4,0.00791,0.01626,1.63655,1.23057,0.55031,0.36473,0.4038,0.22131,0.56033,0.36263,0.40477,0.19142,0.01153,0.01823,2.03035,1.59465,0.00047,0.00047,0.00047
172,31020.8,0.008,0.01606,1.60873,1.22883,0.51938,0.36596,0.38978,0.21206,0.52269,0.36787,0.38732,0.19151,0.0116,0.01838,2.02643,1.59627,0.000461,0.000461,0.000461
173,31199.3,0.0079,0.01611,1.56932,1.21837,0.5023,0.39107,0.37379,0.2074,0.50874,0.36395,0.37408,0.18714,0.01171,0.01823,2.06616,1.61967,0.000452,0.000452,0.000452
174,31379.5,0.00785,0.01601,1.57419,1.22939,0.54554,0.39028,0.39498,0.22247,0.55048,0.39226,0.3951,0.196,0.01174,0.0182,2.05545,1.62594,0.000443,0.000443,0.000443
175,31555.5,0.0079,0.01589,1.57427,1.23399,0.55173,0.32378,0.38762,0.22217,0.55118,0.32378,0.38162,0.18768,0.01162,0.01834,2.08588,1.61683,0.000434,0.000434,0.000434
176,31738.1,0.00794,0.01632,1.58888,1.23299,0.7076,0.31442,0.38543,0.21258,0.7002,0.31267,0.38135,0.18622,0.01166,0.01848,2.10371,1.62455,0.000425,0.000425,0.000425
177,31918.2,0.008,0.01641,1.60717,1.22074,0.66763,0.33164,0.39616,0.21968,0.66997,0.33343,0.39478,0.1924,0.01179,0.01835,2.06619,1.63052,0.000416,0.000416,0.000416
178,32096.6,0.00787,0.01604,1.58498,1.21795,0.36229,0.39953,0.40269,0.21863,0.36984,0.39836,0.40363,0.19081,0.01167,0.01832,2.03668,1.61391,0.000407,0.000407,0.000407
179,32275.9,0.00793,0.01612,1.58673,1.22746,0.38084,0.41611,0.40624,0.21648,0.38782,0.41196,0.39826,0.19084,0.01175,0.01822,2.02582,1.62308,0.000398,0.000398,0.000398
180,32452.3,0.00779,0.01599,1.57647,1.22261,0.38265,0.3563,0.39672,0.21019,0.37978,0.35196,0.38165,0.18126,0.0117,0.01829,2.03059,1.62264,0.000389,0.000389,0.000389
181,32593.5,0.00869,0.01567,1.17013,1.31108,0.39857,0.39499,0.39038,0.21048,0.40262,0.39649,0.38062,0.18016,0.01182,0.01841,2.09328,1.65031,0.00038,0.00038,0.00038
182,32731.4,0.00867,0.01585,1.15651,1.31713,0.41166,0.40639,0.38981,0.2182,0.41239,0.40551,0.38073,0.18674,0.01188,0.01819,2.0649,1.64305,0.000371,0.000371,0.000371
183,32868.4,0.00862,0.01555,1.14814,1.32081,0.37913,0.41302,0.40167,0.22247,0.39985,0.39787,0.38963,0.18649,0.01186,0.01832,2.03791,1.63815,0.000362,0.000362,0.000362
184,33005.5,0.00838,0.01553,1.07951,1.31448,0.41911,0.39804,0.39731,0.22294,0.4187,0.39929,0.39379,0.18853,0.01169,0.0184,2.06165,1.64046,0.000353,0.000353,0.000353
185,33140.2,0.00856,0.01555,1.08624,1.30837,0.40611,0.38262,0.4007,0.225,0.68727,0.32786,0.39603,0.1962,0.01169,0.01831,2.08144,1.6464,0.000344,0.000344,0.000344
186,33278.8,0.00859,0.0154,1.07841,1.28674,0.44651,0.3774,0.40037,0.2244,0.43842,0.37623,0.39638,0.19679,0.0118,0.01831,2.07208,1.66869,0.000335,0.000335,0.000335
187,33415.1,0.0086,0.01552,1.09713,1.30126,0.43153,0.38066,0.40593,0.22523,0.42302,0.37744,0.39805,0.1944,0.01175,0.01838,2.08684,1.65504,0.000326,0.000326,0.000326
188,33552.7,0.00869,0.01562,1.12292,1.29366,0.57569,0.38127,0.40953,0.22743,0.57475,0.37998,0.40847,0.19442,0.01171,0.01825,2.05531,1.62856,0.000317,0.000317,0.000317
189,33689.4,0.00845,0.0154,1.05888,1.2815,0.53634,0.37756,0.40661,0.2274,0.53219,0.37323,0.40504,0.19444,0.01165,0.01822,2.08694,1.62566,0.000308,0.000308,0.000308
190,33826.8,0.00844,0.01572,1.04373,1.27933,0.53249,0.39603,0.41026,0.22973,0.52993,0.3963,0.40935,0.18791,0.01179,0.01842,2.0729,1.64372,0.000299,0.000299,0.000299
191,33963.5,0.00832,0.0154,1.02975,1.26359,0.49896,0.4289,0.41071,0.2321,0.49888,0.4288,0.41141,0.1959,0.01172,0.01838,2.03926,1.64166,0.00029,0.00029,0.00029
192,34105.8,0.00838,0.01531,1.04283,1.27432,0.4901,0.42267,0.41133,0.23286,0.48771,0.42096,0.40863,0.1966,0.01174,0.01845,2.07843,1.64289,0.000281,0.000281,0.000281
193,34244.1,0.00855,0.01557,1.07155,1.30729,0.49918,0.44071,0.40945,0.22914,0.50154,0.44862,0.41256,0.19598,0.01186,0.01845,2.06814,1.64696,0.000272,0.000272,0.000272
194,34382.4,0.00845,0.01552,1.04273,1.29378,0.39387,0.44478,0.41763,0.2301,0.39211,0.44365,0.4184,0.20144,0.01163,0.0183,2.04159,1.62866,0.000263,0.000263,0.000263
195,34520.1,0.00858,0.01556,1.04869,1.26707,0.53631,0.4029,0.40987,0.22706,0.54019,0.40703,0.41162,0.19978,0.0118,0.01853,2.05566,1.65876,0.000254,0.000254,0.000254
196,34656.8,0.00829,0.01536,1.03841,1.26726,0.53009,0.39821,0.4059,0.22355,0.52892,0.39871,0.4044,0.1945,0.0119,0.01862,2.0879,1.66861,0.000245,0.000245,0.000245
