epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,28510.5,0.00767,0.0158,1.51368,1.22478,0.51127,0.40224,0.41445,0.25075,0.52948,0.45973,0.43149,0.21233,0.0112,0.01853,2.02506,1.67077,0.000232,0.000232,0.000232
130,28733.3,0.00761,0.01545,1.53827,1.2325,0.40641,0.40514,0.41039,0.24251,0.42272,0.41757,0.4243,0.20871,0.01127,0.01857,2.02546,1.68092,0.000226,0.000226,0.000226
131,28907.3,0.00848,0.01572,1.1469,1.32346,0.61249,0.39707,0.42576,0.24815,0.61916,0.40778,0.43999,0.21598,0.01122,0.0184,2.05934,1.66491,0.00022,0.00022,0.00022
132,29079.5,0.00874,0.01582,1.14703,1.3765,0.69275,0.34806,0.43523,0.26213,0.68252,0.3756,0.45,0.21805,0.01131,0.01831,2.0785,1.67128,0.000214,0.000214,0.000214
133,29249.8,0.00862,0.01554,1.10226,1.32936,0.68761,0.33576,0.43807,0.26188,0.66156,0.37012,0.45233,0.23125,0.01126,0.01853,2.09853,1.67398,0.000208,0.000208,0.000208
134,29422.1,0.00841,0.01566,1.10048,1.32675,0.43866,0.43805,0.43219,0.25968,0.45599,0.45037,0.44582,0.22024,0.01124,0.01817,2.0971,1.66758,0.000202,0.000202,0.000202
135,29594.9,0.00858,0.01552,1.1073,1.3273,0.67343,0.34629,0.42436,0.24843,0.68142,0.36299,0.43835,0.21443,0.01135,0.0183,2.12925,1.6661,0.000196,0.000196,0.000196
136,29767.2,0.00856,0.01579,1.09518,1.33811,0.57961,0.42857,0.43222,0.24836,0.59315,0.43788,0.44621,0.21489,0.01128,0.01846,2.1318,1.66203,0.00019,0.00019,0.00019
137,29942.7,0.00861,0.01554,1.1114,1.33995,0.57381,0.41311,0.43634,0.2469,0.5936,0.42642,0.44942,0.22104,0.01132,0.01835,2.09701,1.65763,0.000184,0.000184,0.000184
138,30119.9,0.00848,0.01541,1.07577,1.31323,0.6226,0.3749,0.43371,0.2541,0.61848,0.39427,0.44829,0.22452,0.01123,0.01875,2.13128,1.65022,0.000178,0.000178,0.000178
139,30299.7,0.0083,0.01564,1.07838,1.34871,0.64169,0.39339,0.45513,0.26849,0.66009,0.40528,0.46953,0.23597,0.01125,0.01835,2.11027,1.64644,0.000172,0.000172,0.000172
140,30478.1,0.00852,0.01538,1.10018,1.34947,0.63402,0.40061,0.45718,0.27198,0.65294,0.41375,0.47324,0.22726,0.01128,0.01805,2.09421,1.667,0.000166,0.000166,0.000166
141,30657.1,0.00859,0.0157,1.1035,1.33215,0.57339,0.43381,0.44161,0.26353,0.5927,0.4489,0.45981,0.21984,0.01132,0.0184,2.12905,1.66348,0.00016,0.00016,0.00016
142,30833.5,0.00847,0.01533,1.061,1.31582,0.60573,0.4068,0.44493,0.2656,0.54667,0.46255,0.45724,0.22339,0.01132,0.01842,2.10928,1.66204,0.000154,0.000154,0.000154
143,31011.3,0.00864,0.01583,1.09981,1.34343,0.59262,0.39965,0.45042,0.26245,0.60283,0.40601,0.45576,0.22048,0.01125,0.01851,2.10035,1.65773,0.000148,0.000148,0.000148
144,31186.7,0.00836,0.01536,1.0779,1.32488,0.55899,0.39915,0.42865,0.25311,0.56847,0.40563,0.44497,0.218,0.01124,0.01853,2.06559,1.66843,0.000142,0.000142,0.000142
145,31363,0.00845,0.01547,1.08673,1.34716,0.5671,0.40716,0.43487,0.25736,0.58509,0.41824,0.44705,0.21926,0.01122,0.01854,2.10858,1.66085,0.000136,0.000136,0.000136
146,31539.9,0.00835,0.01529,1.05901,1.31681,0.54667,0.40332,0.41923,0.24859,0.56647,0.41681,0.43523,0.21248,0.01124,0.01858,2.13318,1.66792,0.00013,0.00013,0.00013
147,31716.2,0.00839,0.01527,1.04575,1.29688,0.55459,0.40012,0.41937,0.24888,0.57558,0.41477,0.43201,0.21139,0.01119,0.01857,2.12423,1.66015,0.000124,0.000124,0.000124
148,31892.9,0.00832,0.01537,1.04693,1.29616,0.37705,0.45776,0.42164,0.24557,0.3922,0.46658,0.43501,0.21357,0.01119,0.01857,2.1359,1.66402,0.000118,0.000118,0.000118
149,32069,0.00839,0.01531,1.03591,1.31232,0.5684,0.41565,0.42654,0.24887,0.59587,0.42688,0.44012,0.21504,0.01121,0.01835,2.1353,1.66603,0.000112,0.000112,0.000112
150,32245.7,0.00829,0.01506,1.03103,1.28818,0.52769,0.40329,0.42002,0.24546,0.70054,0.37157,0.43264,0.21308,0.0113,0.01832,2.10499,1.67096,0.000106,0.000106,0.000106
